"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Wrong Turn ",84,"Rob Schmidt",36,"Kevin Zegers",2000,"Lindy Booth",683,"Julian Richings",648,191,540,87494,3416,0,"forest|mountain|road|stupid victim|west virginia",1,"Color","Horror|Thriller",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1",15417771,12600000,6.1
"Warrior ",140,"Gavin O'Connor",149,"Tom Hardy",27000,"Frank Grillo",798,"Kevin Dunn",581,317,514,332276,29692,77000,"alcoholic|mixed martial arts|return home|tournament|underdog",1,"Color","Drama|Sport",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1",13651662,2.5e+07,8.2
"Kung Fu Panda 2 ",90,"Jennifer Yuh Nelson",90,"Angelina Jolie Pitt",11000,"Gary Oldman",10000,"Mike Bell",15,284,209,182718,21015,20000,"china|kung fu|panda|peacock|tigress",0,"Color","Action|Adventure|Animation|Comedy|Family",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1",165230261,1.5e+08,7.3
"Bee Movie ",91,"Steve Hickner",58,"Matthew Broderick",2000,"Oprah Winfrey",852,"Rip Torn",826,194,206,105902,6576,0,"bee|dream sequence|egg|scatological humor|squashed bug",0,"Color","Adventure|Animation|Comedy|Family",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1",126597121,1.5e+08,6.2
"The Express ",130,"Gary Fleder",39,"Dennis Quaid",2000,"Nicole Beharie",898,"Charles S. Dutton",534,86,45,16673,5162,0,"african american|coach|football movie|nonlinear timeline|syracuse university",0," Black and White","Biography|Drama|Sport",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1",9589875,4e+07,7.3
"The Women ",114,"Diane English",15,"Jada Pinkett Smith",851,"Debi Mazar",680,"Debra Messing",650,124,125,16582,3485,0,"beauty salon|divorce|fashion|new york|perfume",4,"Color","Comedy|Drama",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1",26896744,16500000,4.9
"Simon Birch ",114,"Mark Steven Johnson",160,"Oliver Platt",1000,"Jan Hooks",367,"Dana Ivey",271,60,219,18366,1816,0,"boy|christmas|christmas pageant|friendship|illegitimate son",2,"Color","Comedy|Drama|Family",1998,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1",18252684,3e+07,6.9
"Halloween: Resurrection ",94,"Rick Rosenthal",28,"Jamie Lee Curtis",2000,"Thomas Ian Nicholas",864,"Bianca Kajlich",731,151,614,26905,5440,0,"cult film|halloween|killer|michael myers|serial killer",5,"Color","Comedy|Horror|Thriller",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1",30259652,1.5e+07,4.1
"The Watch ",102,"Akiva Schaffer",82,"Will Forte",622,"Nicholas Braun",591,"Rosemarie DeWitt",537,265,207,104066,2488,15000,"alien|escape|manager|neighborhood watch|ohio",4,"Color","Action|Comedy|Sci-Fi",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1",34350553,6.8e+07,5.7
"Weekend ",97,"Andrew Haigh",131,"Tom Cullen",507,"Chris New",75,"Vauxhall Jermaine",67,143,68,19846,654,0,"coming out|fellatio|male in bathtub|male nudity|nudity",0,"Color","Drama|Romance",2011,"English","UK","Not Rated",1.85,"http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1",469947,120000,7.7
"Hope Springs ",100,"David Frankel",64,"Meryl Streep",11000,"Steve Carell",7000,"Jean Smart",329,234,178,34258,19420,0,"couple|intimacy|marriage|marriage counseling|middle age couple",2,"Color","Comedy|Drama|Romance",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1",63536011,3e+07,6.3
"The Legend of Drunken Master ",102,"Chia-Liang Liu",32,"Andy Lau",483,"Anita Mui",147,"Ho-Sung Pak",75,77,146,34520,768,0,"battle|fight|fighting|martial artist|snake",1,"Color","Action|Comedy",1994,"Cantonese","Hong Kong","R",2.35,"http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1",11546543,2e+06,7.6
"Willard ",100,"Glen Morgan",17,"Laura Harring",669,"Ty Olsson",429,"Jackie Burroughs",86,129,213,15169,1267,0,"at work|rat|revenge|vermin|work",0,"Color","Drama|Horror|Sci-Fi|Thriller",2003,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1",6852144,2.2e+07,6.2
"Blast from the Past ",112,"Hugh Wilson",37,"Brendan Fraser",3000,"Sissy Spacek",874,"Douglas Smith",480,95,239,48621,5709,0,"1960s|bomb shelter|cuban missile crisis|food|naive man",0,"Color","Comedy|Drama|Romance|Sci-Fi",1999,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1",26494611,3.5e+07,6.6
"Julie & Julia ",123,"Nora Ephron",0,"Meryl Streep",11000,"Mary Lynn Rajskub",935,"Vanessa Ferlito",923,252,277,79264,13321,13000,"american|blog|book|cook|cooking",2,"Color","Biography|Drama|Romance",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1",94125426,4e+07,7
"Summer Storm ",98,"Marco Kreuzpaintner",7,"Alicja Bachleda",289,"Kostja Ullmann",38,"Robert Stadlober",17,40,56,11074,362,442,"friend|friendship|rowing|storm|summer camp",0,"Color","Comedy|Drama|Romance|Sport",2004,"German","Germany","R",1.85,"http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1",95016,2700000,7.4
"I Dreamed of Africa ",114,"Hugh Hudson",46,"Liam Aiken",818,"Eva Marie Saint",649,"Vincent Perez",292,52,61,3740,1778,314,"dream|italian|kenya|ranch|snake",1,"Color","Adventure|Drama|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1",6543194,3.4e+07,5.6
"Mrs. Winterbourne ",105,"Richard Benjamin",121,"Brendan Fraser",3000,"Jane Krakowski",624,"Cathryn de Prume",354,20,50,5668,5023,491,"love|train|train wreck|twin brother|two word title",3,"Color","Comedy|Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1",10070000,2.5e+07,6.2
"The Hangover Part II ",102,"Todd Phillips",480,"Bradley Cooper",14000,"Mason Lee",670,"Mike Tyson",461,383,402,375879,16143,56000,"hotel|male frontal nudity|pubic hair|thailand|wedding",0,"Color","Comedy",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1",254455986,8e+07,6.5
"Safe Men ",88,"John Hamburg",29,"Harvey Fierstein",499,"Michael Lerner",230,"Josh Pais",117,33,52,2735,1141,157,"gangster|organized crime|robbery|rosh hashanah|safecracking",0,"Color","Comedy|Crime",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1",21210,1e+06,6.1
"Insomnia ",118,"Christopher Nolan",22000,"Al Pacino",14000,"Maura Tierney",509,"Crystal Lowe",319,185,651,218771,15658,0,"detective|insomnia|murder|partner|police",0,"Color","Drama|Mystery|Thriller",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1",67263182,4.6e+07,7.2
"Scooby-Doo 2: Monsters Unleashed ",93,"Raja Gosnell",67,"Sarah Michelle Gellar",4000,"Linda Cardellini",2000,"Tim Blake Nelson",596,94,149,33180,7800,567,"ghost|masked villain|monster|museum|tv",0,"Color","Adventure|Comedy|Family|Fantasy|Horror|Mystery",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1",84185387,8e+07,4.9
"Yentl ",132,"Barbra Streisand",0,"Miriam Margolyes",405,"Amy Irving",194,"Steven Hill",122,16,68,9503,914,0,"love|study|talmud|wedding|yeshiva",1,"Color","Drama|Musical|Romance",1983,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1",30400000,1.2e+07,6.6
"Mumford ",112,"Lawrence Kasdan",759,"Zooey Deschanel",11000,"Alfre Woodard",1000,"Mary McDonnell",933,65,123,8134,17873,209,"college|drugs|patient|psychologist|secret",4," Black and White","Comedy|Drama",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1",4554569,2.8e+07,6.9
"How to Deal ",101,"Clare Kilner",6,"Dylan Baker",812,"Alexandra Holden",326,"Trent Ford",258,46,95,8215,1882,371,"best friend|high school|mother|sister|wedding",1,"Color","Comedy|Drama|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1",14108518,1.6e+07,5.7
"Safe Haven ",115,"Lasse Hallström",529,"David Lyons",576,"Noah Lomax",447,"Mimi Kirkland",325,184,160,78008,1554,23000,"abusive husband|chick flick|north carolina|secret|widower",0,"Color","Drama|Romance|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1",71346930,2.8e+07,6.7
"Silver Linings Playbook ",122,"David O. Russell",737,"Jennifer Lawrence",34000,"Robert De Niro",22000,"Bradley Cooper",14000,539,692,533607,72115,117000,"adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow",0,"Color","Comedy|Drama|Romance",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1",132088910,2.1e+07,7.8
"Spectre ",148,"Sam Mendes",0,"Christoph Waltz",11000,"Rory Kinnear",393,"Stephanie Sigman",161,602,994,275868,11700,85000,"bomb|espionage|sequel|spy|terrorist",1,"Color","Action|Adventure|Thriller",2015,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2379713/?ref_=fn_tt_tt_1",200074175,2.45e+08,6.8
"Hotel Rwanda ",121,"Terry George",83,"Don Cheadle",3000,"Sophie Okonedo",460,"Hakeem Kae-Kazim",242,187,609,264533,4142,12000,"atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier",1,"Color","Drama|History|War",2004,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1",23472900,17500000,8.1
"Couples Retreat ",113,"Peter Billingsley",0,"Jon Favreau",4000,"Kristin Davis",722,"Tasha Smith",721,166,144,83506,8172,0,"couple|island|marriage|tropical|voyeurism",6,"Color","Comedy",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1",109176215,6e+07,5.5
"Jaws 2 ",131,"Jeannot Szwarc",82,"Roy Scheider",813,"Murray Hamilton",366,"Joseph Mascolo",85,75,265,51314,1520,0,"great white shark|island|mayor|police chief|shark",0,"Color","Adventure|Horror|Thriller",1978,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1",102922376,2e+07,5.7
"Are We There Yet? ",95,"Brian Levant",32,"Nia Long",826,"Tracy Morgan",642,"Jay Mohr",563,75,149,22679,3558,773,"car fire|children|cockroach|independent film|new year",2,"Color","Adventure|Comedy|Family|Romance",2005,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1",82301521,3.2e+07,4.6
"Beerfest ",110,"Jay Chandrasekhar",422,"Chris Moss",33000,"Owain Yeoman",459,"Jay Chandrasekhar",422,91,177,54710,35345,0,"beer|competition|germany|oktoberfest|prostitute",2,"Color","Comedy",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1",19179969,17500000,6.3
"Letters to God ",110,"David Nixon",13,"Robyn Lively",439,"Michael Bolten",399,"Christopher Schmidt",221,19,65,3942,1567,0,"cancer|faith|hope|letter|prayer",0,"Color","Drama|Family",2010,"English","USA","PG",1.78,"http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1",2848578,3500000,6.3
"The World's Fastest Indian ",127,"Roger Donaldson",79,"Anthony Hopkins",12000,"Antony Starr",506,"Craig Hall",50,126,251,44198,12574,11000,"mortgage|motorcycle|speed|trailer|utah",1,"Color","Biography|Drama|Sport",2005,"English","New Zealand","PG-13",2.35,"http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1",5128124,2.5e+07,7.9
"Kicking & Screaming ",95,"Jesse Dylan",58,"Josh Hutcherson",14000,"Will Ferrell",8000,"Robert Duvall",3000,94,118,30255,27351,743,"book|child|slapstick comedy|soccer|suburb",1,"Color","Comedy|Family|Romance|Sport",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1",52580895,4.5e+07,5.6
"The Rules of Attraction ",110,"Roger Avary",675,"Ian Somerhalder",16000,"Faye Dunaway",977,"Clifton Collins Jr.",968,143,425,44339,19928,0,"bisexual|college|drug dealer|drugs|student",2,"Color","Comedy|Drama|Romance",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1",6525762,4e+06,6.7
"Flushed Away ",85,"David Bowers",42,"Hugh Jackman",20000,"Kate Winslet",14000,"David Suchet",586,135,122,85086,35161,0,"boat|frog|rat|sewer|toad",0,"Color","Adventure|Animation|Comedy|Family",2006,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1",64459316,1.49e+08,6.7
"Whiteout ",101,"Dominic Sena",57,"Tom Skerritt",1000,"Bashar Rahal",603,"Shawn Doyle",230,166,142,31918,1947,0,"antarctica|geologist|investigation|u.s. marshal|winter",1,"Color","Action|Crime|Mystery|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1",10268846,3.5e+07,5.5
"A Time to Kill ",149,"Joel Schumacher",541,"Kevin Spacey",18000,"Matthew McConaughey",11000,"Oliver Platt",1000,71,236,99558,31349,0,"african american|court|law|mississippi|trial",3,"Color","Crime|Drama|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1",108706165,4e+07,7.4
"Fright Night ",106,"Craig Gillespie",44,"Grace Phipps",596,"Reid Ewing",343,"Sandra Vergara",133,358,242,85024,1393,23000,"neighbor|remake|suburb|teenager|vampire",1,"Color","Comedy|Horror",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1",18298649,3e+07,6.4
"Quartet ",98,"Dustin Hoffman",0,"Luke Newberry",358,"Sheridan Smith",156,"Pauline Collins",123,175,126,15684,1114,13000,"divorced couple|opera|reference to giuseppe verdi|retirement|senility",4,"Color","Comedy|Drama",2012,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1",18381787,1.1e+07,6.8
"Harry Potter and the Prisoner of Azkaban ",142,"Alfonso Cuarón",0,"Daniel Radcliffe",11000,"Gary Oldman",10000,"Rupert Grint",10000,274,1504,382255,33284,11000,"magic|muggle|serial killer|traitor|wizard",3,"Color","Adventure|Family|Fantasy|Mystery",2004,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1",249358727,1.3e+08,7.8
"Half Baked ",82,"Tamra Davis",33,"Dave Chappelle",744,"Harland Williams",503,"Clarence Williams III",475,40,164,48225,2400,0,"bail|diabetic|friend|jail|pharmaceutical lab",0,"Color","Comedy|Crime",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1",17278980,8e+06,6.7
"The Collection ",82,"Marcus Dunstan",87,"Daniel Sharman",1000,"Johanna Braddy",581,"Lee Tergesen",444,147,99,36029,3818,14000,"booby trap|brainwashing|mercenary|serial killer|trap",0,"Color","Action|Horror|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1",6842058,1e+07,6.1
"Hollow Man ",119,"Paul Verhoeven",719,"Greg Grunberg",833,"Kim Dickens",624,"Joey Slotnick",423,180,628,101834,2356,0,"experiment|research|scientist|suburb|surrealism",0,"Color","Action|Horror|Sci-Fi|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1",73209340,9.5e+07,5.7
"Northfork ",103,"Michael Polish",35,"Peter Coyote",548,"Anthony Edwards",495,"Jon Gries",482,60,122,4894,2389,298,"boy|caretaker|dam|evacuation|orphanage",0,"Color","Drama|Fantasy",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1",1420578,1900000,6.4
"Our Family Wedding ",103,"Rick Famuyiwa",44,"America Ferrera",953,"Lance Gross",849,"Lupe Ontiveros",625,71,20,5721,3299,1000,"california|love|marriage|wedding|wedding dress",2,"Color","Comedy|Romance",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1",20246959,1.4e+07,4.9
"Old School ",88,"Todd Phillips",480,"Will Ferrell",8000,"Leah Remini",909,"Patrick Fischler",497,123,404,185258,10325,0,"college|fraternity|friend|house|party",4,"Color","Comedy",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1",74608545,2.4e+07,7.2
"American Beauty ",122,"Sam Mendes",0,"Kevin Spacey",18000,"Peter Gallagher",828,"Ara Celi",158,176,2715,822500,19078,22000,"domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness",0,"Color","Drama",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1",130058047,1.5e+07,8.4
"Sugar Hill ",123,"Leon Ichaso",5,"Khandi Alexander",556,"Clarence Williams III",475,"Steve Harris",338,14,35,3119,2149,331,"african american|harlem manhattan new york city|manhattan new york city|new york city|urination",1," Black and White","Drama|Thriller",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1",18272447,1e+07,5.9
"Groove ",86,"Greg Harrison",7,"Rachel True",328,"Ari Gold",27,"Denny Kirkwood",17,46,74,3562,407,0,"dj|ecstasy the drug|rave|raver|warehouse",0,"Color","Drama|Music",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1",1114943,5e+05,6.5
"88 Minutes ",108,"Jon Avnet",50,"Al Pacino",14000,"Alicia Witt",975,"Deborah Kara Unger",494,158,262,65628,16722,0,"death|fbi|forensics|murder|serial killer",1,"Color","Crime|Drama|Mystery|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1",16930884,3e+07,5.9
"Toy Story 2 ",82,"John Lasseter",487,"Tom Hanks",15000,"John Ratzenberger",1000,"Wayne Knight",967,191,515,385871,21275,0,"collector|dog|friend|rescue|toy",2,"Color","Adventure|Animation|Comedy|Family|Fantasy",1999,"English","USA","G",1.85,"http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1",245823397,9e+07,7.9
"Aloha ",105,"Cameron Crowe",488,"Emma Stone",15000,"Bradley Cooper",14000,"Bill Murray",13000,138,172,39778,44037,11000,"box office flop|critically bashed|hawaii|one word title|written by director",1,"Color","Comedy|Drama|Romance",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1",20991497,3.7e+07,5.4
"Wild Target ",98,"Jonathan Lynn",36,"Rupert Grint",10000,"Rupert Everett",692,"Geoff Bell",405,68,86,29994,11770,0,"apprentice|assassin|hitman|kleptomaniac|thief",4,"Color","Action|Comedy|Crime",2010,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1",117190,8e+06,6.9
"Kill Bill: Vol. 2 ",137,"Quentin Tarantino",16000,"Vivica A. Fox",890,"Michael Parks",387,"Michael Bowen",348,304,935,512749,1959,0,"assassin|assassination|bride|death|vengeance",0," Black and White","Action|Crime|Drama|Thriller",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1",66207920,3e+07,8
"You Again ",105,"Andy Fickman",99,"Jamie Lee Curtis",2000,"James Wolk",938,"Christine Lakin",518,91,136,41273,4813,0,"dancing|dog|flight|hostility|travel",6,"Color","Comedy|Family|Romance",2010,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1",25677801,2e+07,5.8
"One Night with the King ",123,"Michael O. Sajbel",6,"James Callis",541,"Tiffany Dupont",249,"Nimrat Kaur",85,36,177,5796,908,0,"biblical|book of esther|esther|persia|treachery",0,"Color","Biography|Drama|History",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1",13391174,2e+07,6.3
"Getaway ",90,"Courtney Solomon",31,"Rebecca Budig",210,"Paul Freeman",193,"Bruce Payne",179,146,109,19586,676,4000,"die hard scenario|earth viewed from space|race against time|race car driver|title at the end",1,"Color","Action|Crime|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1",10494494,1.8e+07,4.4
"Casino Royale ",144,"Martin Campbell",258,"Eva Green",6000,"Tobias Menzies",1000,"Ivana Milicevic",834,400,2301,470483,9125,0,"casino|espionage|free running|james bond|terrorist",1," Black and White","Action|Adventure|Thriller",2006,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1",167007184,1.5e+08,8
"How to Train Your Dragon ",98,"Dean DeBlois",255,"Gerard Butler",18000,"America Ferrera",953,"Craig Ferguson",759,288,492,485430,20453,33000,"dragon|island|training|viking|village",0,"Color","Adventure|Animation|Family|Fantasy",2010,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1",217387997,1.65e+08,8.2
"The Dilemma ",111,"Ron Howard",2000,"Channing Tatum",17000,"Clint Howard",1000,"Chelcie Ross",244,185,141,43709,18510,0,"best friend|friend|investigation|secret|two word title",2,"Color","Comedy|Drama",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1",48430355,7e+07,5.3
