"","movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","ROE","ROE_B","ROI","scs"
"985","Alone in the Dark ",94,"Uwe Boll",892,"Catherine Lough Haggquist",310,"Darren Shahlavi",294,"Karin Konoval",81,148,521,37626,838,1000,"artifact|creature|darkness|demon|museum",0,"Color","Horror|Sci-Fi",2005,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1",5132655,20000000,2.3,-0.74,0,-0.74336725,0
"986","After.Life ",104,"Agnieszka Wojtowicz-Vosloo",0,"Liam Neeson",14000,"Josh Charles",1000,"Chandler Canterbury",329,138,137,30836,15860,7000,"breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer",1,"Color","Drama|Horror|Mystery|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1",108229,4500000,5.9,-0.98,0,-0.975949111111111,0
"990","My Name Is Bruce ",84,"Bruce Campbell",0,"Ted Raimi",634,"Dan Hicks",328,"Timothy Patrick Quill",158,100,88,21379,1238,0,"b movie|birthday|chinese|demon|small town",1,"Color","Comedy|Fantasy",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1",173066,1500000,6.3,-0.88,0,-0.884622666666667,0
"991","Detention of the Dead ",87,"Alex Craig Mann",38,"Justin Chon",552,"Christa B. Allen",533,"Max Adler",445,29,20,2038,2251,898,"based on play|blood|independent film|teenager|zombie",6,"Color","Comedy|Horror",2012,"English","USA","Not Rated",2.35,"http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1",1332,500000,4.6,-1,0,-0.997336,0
"992","Showdown in Little Tokyo ",79,"Mark L. Lester",73,"Cary-Hiroyuki Tagawa",1000,"Tia Carrere",1000,"Vernee Watson",112,45,102,12561,2404,0,"bare chested male|detective|electric torture|japanese american|yakuza",2,"Color","Action|Comedy|Crime|Thriller",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1",2275557,8000000,6,-0.72,0,-0.715555375,0
"993","The Cure ",111,"Kiyoshi Kurosawa",62,"Kôji Yakusho",89,"Anna Nakagawa",13,"Denden",6,78,50,6318,115,817,"breasts|interrogation|investigation|murder|watching television",0,"Color","Crime|Horror|Mystery|Thriller",1997,"Japanese","Japan","",1.85,"http://www.imdb.com/title/tt0123948/?ref_=fn_tt_tt_1",94596,1000000,7.4,-0.91,0,-0.905404,0
"994","Medicine Man ",106,"John McTiernan",323,"Lorraine Bracco",472,"José Wilker",47,"Sean Connery",0,25,56,17443,519,694,"cancer|environment|gas chromatograph|jungle|nature",2,"Color","Adventure|Drama|Romance",1992,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1",45500797,40000000,6,0.14,0,0.137519925,0
"997","Die Another Day ",133,"Lee Tamahori",93,"Toby Stephens",769,"Colin Salmon",766,"Rick Yune",746,264,1185,169914,2538,0,"catfight|clinic|colonel|diamond|patricide",0," Black and White","Action|Adventure|Thriller",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1",160201106,142000000,6.1,0.13,0,0.128176802816901,0
"998","The Astronaut Farmer ",104,"Michael Polish",35,"J.K. Simmons",24000,"Virginia Madsen",912,"Bruce Dern",844,113,128,19707,27806,862,"bank|fbi|fuel|rocket|space travel",0,"Color","Adventure|Drama|Sci-Fi",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1",10996440,13000000,6.3,-0.15,0,-0.15412,0
"1000","Running Scared ",122,"Wayne Kramer",47,"Paul Walker",23000,"Chazz Palminteri",979,"Ivana Milicevic",834,157,419,88590,27381,0,"adult child friendship|corrupt cop|fistfight|gangster|thug",2,"Color","Action|Crime|Drama|Thriller",2006,"English","Germany","R",2.35,"http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1",6855137,17000000,7.4,-0.6,0,-0.596756647058823,0
